,RAMO_POLIZA_ENDOSO,ASEGURADO,FECHA EMISION,VIGENCIA DESDE,VIGENCIA HASTA,RENOVADA POR,RENUEVA A,CODIGO DE MONEDA,CODIGO DE FACTURACION,CODIGO DE EMISION (MONEDA),%  RECARGO FINANCIERO,%  I.V.A.,%  BONIFICACION TECNICA,CODIGO DE RAMO/SUBRAMOS,SUMA ASEGURADA,PRIMA NETA,DERECHO DE POLIZA/ENDOSO,RECARGO FINANCIERO,I.V.A.,BONIFICACION,BONIFICACION REC.FIN.,BONIFICACION TECNICA,PRIMA (SOLO P/ENDOSO DE REC.FIN),PRIMA TOTAL,CODIGO DE PLAN DE PAGO,COMISION NORMAL,ENDOSO QUE MODIFICA,ACREEDOR PRENDARIO,MARCA DE ANULACION AUTOMATICA,TIPO DE ENDOSOS ASOCIADOS,ENDOSOS ASOCIADOS,FECHA DE REHABILITACION,NUMERO DE SINIESTRO,CODIGO DE SUCURSAL,CODIGO DE OPERACION (COAS),POL/END EN COAS RECIBIDO U OTORGADO,COMPANIA PILOTO,TURISTAS,CAMBIO DE MONEDA,SUMA ASEGURADA         M.E.,DERECHO DE POLIZA/END  M.E.,RECARGO FINANCIERO     M.E.,I.V.A. M.E.,BONIFICACION REC.FIN.  M.E.,BONIFICACION TECNICA   M.E.,PRIMA TOTAL            M.E.,USUARIO QUE EMITE,RENOVACION AUTOMATICA,DIAS DE PERIODO DE GRACIA DEL AGENTE,AUT. EN DIAS DE PERIODO DE GRACIA,% DESC X PERIODO DE GRACIA,DESCTO. PERIODO DE GRACIA,POLITICAS DE BONO A PROMOTOR,MARCA DE DEDUCIBLE ADMINISTRATIVO,PLAN PISO,USUARIO DE QBC,C.P. ASEGURADO,COD. EDO Y GRUPO C.P.,"TIPO DE NEGOCIO (I,FL,C,NE,NF>"
0,048650100400129475,0027202054,20452,20429,20712,,,00,1,1,-480,1600,1500,0402,-722000001,2228524,0,106969,373679,,,393269,,2709172,C,800ý200,214615,,S,201,,,,865,1,,009,,,,0,,,,,,JENIEVES-AUT,,14,,200,-44570,S,,,,42420,13ý21,
0,040190184500000000,0017280804,20204,20216,20582,3320010068,0190168195,00,1,1,240,1600,4327,0401,834700000,397271,55000,9535,73889,0,0,257888,,535695,S,1000,,,,,,,230899445,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,7945,,,,,32340,08ý02,
0,040860609000000000,0026360810,20658,20710,21075,,0860560566,00,1,1,240,1600,4215,0401,1031600000,878026,60000,21073,153456,0,0,591641,,1112555,S,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,17561,,,,,82165,25ý01,
0,040190184600000000,0024118585,20205,20224,20590,,0190168820,00,1,1,-200,1600,3000,0401,617000001,370605,55000,-7412,66911,0,0,139922,,485104,C,1000,000000,,,203,254433,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,7412,,,,,01700,09ý03,
0,040860609100000000,0029128201,20658,20658,20841,,,00,1,1,-300,1600,3000,0402,666000001,367044,60000,-11011,66565,0,0,157305,,482598,C,800,000000,,,,,,,086,1,,009,,,,,,,,,,OBARRON,,07,,300,11011,,,,,34290,,
0,040830320500158191,0017541372,20000,20000,20240,,,00,1,1,440,1600,6414,0401,743490001,574825,40000,25292,102419,0,0,978984,,742536,S,1000,000000,,,201,,,,083,1,,009,,,,,,,,,,NCROMAN,,30,,0,0,,,,,15700,09ý11,
0,040190184700000000,0008474337,20206,20206,20572,,,00,1,1,0,1600,5000,0401,738850001,2623771,100000,0,435803,0,0,2570827,,3159574,C,0,000000,,,,,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040860609200000000,0023799027,20659,20659,21024,,,00,1,1,-200,1600,4500,0401,651400001,572418,60000,-11448,99355,0,0,374183,,720325,A,1000,000000,,,203,276726,,,086,1,,009,,,,,,,,,,MEVELAZQUEZ,,14,,200,11448,,,,,82120,25ý01,
0,044054840300242506,0024532166,20165,20105,20317,,,00,2,1,0,1600,4000,0401,-820900000,-180705,-21000,0,-32270,,,-103355,,-233975,C,1000ý200,164525,,S,202,,,,096,1,,,,,,0,,,,,,AARCE2-AUT,,0,,0,0,,,,,62330,17ý01,
0,040190184800000000,0019911335,20212,20243,20609,,0190168772,00,1,1,-200,1600,3500,0401,656155001,689115,55000,-13782,116853,0,0,347305,,847186,C,1100,000000,,,203,206477,,,019,1,,009,,,,,,,,,,MBERNALS,,14,,200,13782,,,,,36520,11ý03,
0,040860609300000000,0030539980,20659,20659,21024,,,00,1,1,480,1600,4500,0401,936200000,776344,60000,37265,139777,0,0,581181,,1013386,T,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,15527,,,,,82805,25ý01,
0,040190184900000000,0027609687,20213,20213,20396,,,00,1,1,0,1600,500,0401,941415001,219989,55000,0,43998,0,0,11578,,318987,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,03,,0,0,,,,,05010,09ý09,
0,040860609400000000,0025892693,20660,20683,21048,,0860560233,00,1,1,0,1600,,0402,350000001,175274,12000,0,29964,0,0,0,,217238,C,800,000000,,,203,247326,,,086,1,,009,,,,,,,,,,GLIZARRAGA,,14,,,0,,,,,82150,25ý01,
0,040190185000000000,0019366930,20217,20217,20583,0190199686,,00,1,1,0,1600,,0401,2034770001,1470557,55000,0,244089,0,0,0,,1769646,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,03,,200,,,,,,42820,13ý02,
0,044055242800130365,0027969535,20361,20273,20454,,,00,1,1,0,1600,6072,0401,2140200000,300962,42000,,54874,,,431505,,397836,MV,0,267578,,,201,,,,008,1,,,,,,0,,,,,,EGUEVARA-AUT,,30,,0,0,,,,,65600,19ý21,
0,043290704800259114,0029954577,20642,20594,20959,,3290569344,00,2,1,-515,1600,1270.6,0406,-783350000,-774742,-75000,-39899,-142343,0,0,-108400,,-1031984,M,,000000,,,203,,,,329,1,,,,,,0,0,0,,0,0,CANCELA-AUT,,30,,,0,,,,,44720,14ý01,
0,040860609500000000,0026158220,20660,20663,21028,,,00,1,1,-200,1600,4200,0401,675300001,1407738,60000,-28155,230333,0,0,971595,,1669916,C,1000,000000,,,,,,,086,1,,009,,,,,,,,,,GLIZARRAGA,,14,,200,28155,,,,,82020,25ý01,
0,048330101800236545,0022692986,20222,20190,20556,,,00,2,1,200,1600,4283.1887,0402,-1073500000,-891027,-55000,17821,-148513,,,-624608,,-1076719,C,800,000000,,S,203,,,,833,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,17821,,,,HEC_P-101635,37330,11ý04,
0,044055358200253714,0028496005,20541,20513,20820,,,00,2,1,0,1600,5299,0401,-2162950000,-1054130,-35000,0,-174260,,,-1146780,,-1263390,C,0,129865,,S,202,,,,008,1,,,,,,0,,,,,,VISILVA2-AUT,,0,,0,0,,,,HEC_P-105510,65600,19ý21,
0,041320040900133960,0024290853,20546,20528,20620,,,00,1,1,640,1600,3000,0401,779350000,98775,0,6321,16815,,,34725,,121911,M,1000,272575,,,201,,,,132,1,,,,,,0,,,,,,YSOLORIO-AUT,,0,,200,7902,,,,,54935,15ý03,
0,040190185100000000,0027643210,20219,20219,20585,0190200714,,00,1,1,-200,1600,3000,0401,872400000,1098466,55000,-21969,181040,0,0,451862,,1312537,C,1000ý200,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,21969,,,,,09800,09ý07,
0,040860609600000000,0024757825,20661,20661,21026,,,00,1,1,0,1600,,0401,360000001,212185,12000,0,35870,0,0,0,,260055,C,1000,000000,,,,,,,086,1,,009,,,,,,,,,,GLIZARRAGA,,14,,,0,,,,,82139,25ý01,
0,040860609700000000,0026241272,20662,20682,21047,,0860555991,00,1,1,-200,1600,4500,0401,1118400000,597234,60000,-11945,103246,0,0,445283,,748535,A,1100,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,11945,,,,,09640,09ý07,
0,040190185300000000,0008474337,20224,20262,20628,7080024346,0190168458,00,1,1,0,1600,6500,0401,679700001,1305480,100000,0,224877,0,0,1867217,,1630357,C,0,000000,,,,,,231676590ý240055650,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040860609800000000,0004811834,20662,20662,21027,,,00,1,1,240,1600,1000,0402,720500001,1007190,60000,24173,174618,0,0,86332,,1265981,S,800,000000,,,,,,,086,1,,009,,,,,,,,,,DMOBLEY,,14,,200,20144,,,,,82099,,
0,040190185400000000,0015411535,20224,20224,20590,,,00,1,1,0,1600,5500,0401,1569660000,585678,70000,0,104908,0,0,518604,,760586,C,0,,,,203,246770,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,0,0,,,,,54680,15ý21,
0,040860609900000000,0012289818,20665,20662,21027,,,00,1,1,240,1600,4000,0402,740000001,1496167,60000,35908,254732,0,0,997445,,1846807,S,800,000000,,,,,,,086,1,,009,,,,,,,,,,MEVELAZQUEZ,,14,,200,29923,,,,,82190,25ý01,
0,040830328600157988,0026380990,19988,19986,20351,,,00,1,1,240,1600,4500,0401,,,,15434,2469,,0,,350776,17903,S,1100,000000,,,301,,,,083,1,,009,,,,,,,,,,ABGODINEZ,,14,,200,7016,,,,,14230,09ý08,
0,040190185600000000,0024052564,20228,20228,20594,,,00,1,1,480,1600,,0402,718000001,1170527,55000,56185,205074,0,0,0,,1486786,T,800,000000,,,203ý201ý202,292039ý116939ý268987,,,019,1,,009,,,,,,,,,,MFVILLEGAS,,14,,200,23411,,,,,42760,,
0,040860610100000000,0028038441,20666,20650,21015,,,00,1,1,480,1600,4200,0401,658100001,722670,60000,17344,128002,0,0,484933,,928016,T,1000,000000,,,101ý301,363896ý162339,,,086,1,,009,,,,,,,,,,GLIZARRAGA,,14,,200,14453,,,,,82204,25ý01,
0,040190185700000000,0024100534,20231,20289,20655,,0190171812,00,1,1,-200,1600,4500,0402,756800000,718588,55000,-14372,121475,0,0,551837,,880691,C,800,,,,203,278174,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,14372,,,,,72820,21ý01,
0,040004188000254812,0025751083,19942,19843,20209,,,00,2,1,0,1600,6541,0401,-1658400000,-385519,-50000,0,-69683,,,-649758,,-505202,C,1100,000000,,S,203,,,,008,1,,,,,,0,,,,,,CANCELA-AUT,,30,,0,0,,,,,03920,09ý05,
0,040860610200000000,0019933161,20667,20696,21061,,0860561574,00,1,1,-200,1600,210,0402,906600000,1140751,60000,-22815,188470,0,0,23333,,1366406,C,800,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,22815,,,,,23470,03ý02,
0,040860610300000000,0023705541,20667,20691,21056,,0860556976,00,1,1,-200,1600,5000,0402,80000001,2686344,60000,-53727,430819,0,0,2686345,,3123436,C,800,000000,,,,,,,086,1,,009,,,,,,,,,,MEVELAZQUEZ,,14,,200,53727,,,,,81101,,
0,043290614100110632,0028360641,20436,20364,20730,,,00,1,1,0,1600,3000,0401,1368600000,977763,70000,,167642,,,398874,,1215405,C,0,287420,,,201,,,,329,1,,,,,,0,0,0,,0,0,AARREDONDO-AUT,,30,,,0,,,,,11270,09ý02,
0,040190185900000000,0024400101,20234,20276,20642,,0190168975,00,1,1,240,1600,3500,0401,626860001,507004,55000,12168,91868,0,0,249245,,666040,S,1000,000000,,,203,241797,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,10140,,,,,78399,24ý01,
0,041290501000241258,0029703703,20599,20580,20945,,,00,2,1,200,1600,2000,0401,-936900000,-817632,-75000,16353,-140205,,,-171693,,-1016484,C,1100,000000,,S,203,,,,129,1,,,,,,0,,,,,,IRAMIREZ-AUT,,14,,200,16353,,,,,98920,32ý21,
0,040860610400000000,0020639052,20668,20671,21036,,0860558887,00,1,1,0,1600,,0402,360856001,248477,12000,0,41676,0,0,0,,302153,C,800,000000,,,,,,,086,1,,009,,,,,,,,,,CLMORALES,,14,,,0,,,,,82180,25ý01,
0,040450020800277727,0023657781,20148,20124,20489,,,00,2,1,300,1600,4386.167,0401,-976600000,-495112,-55000,14853,-85641,,,-345585,,-620900,C,0,000000,,S,203,,,,045,1,,,,,,0,,,,,,CANCELA-AUT,,03,,300,14853,,,,ALA_P-104220,92709,30ý21,
0,040190186000000000,0013618568,20235,20235,20601,0190200410,,00,1,1,0,1600,5500,0401,621462501,419153,55000,0,75864,0,0,425527,,550017,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,30,,0,0,,,,,07550,09ý06,
0,040860610500000000,0030633553,20668,20690,21055,,,00,1,1,-200,1600,4000,0401,999300000,698505,60000,-13970,119126,0,0,430336,,863661,C,1100ý200,,,,203,299898,,,086,1,,,,,,,,,,,,WSDSWEB,,14,,200,13970,,,,,37536,11ý04,
0,040190186100000000,0017906159,20239,20249,20615,,0190168253,00,1,1,480,1600,2196,0402,718000001,870074,55000,41764,154694,0,0,210297,,1121532,T,800,000000,,,,,,231017115ý240114642,019,1,,009,,,,,,,,,,MFVILLEGAS,,14,,200,17401,,,,,54434,,
0,040810280400210808,0030247451,20634,20636,21001,,,00,2,1,200,1600,4000,0401,-1142300000,-879480,-60000,17590,-147502,,,-550986,,-1069392,C,1000,000000,,S,203,,,,081,1,,,,,,0,,,,,,GEARMENTA-AUT,,14,,200,17590,,,,,31207,08ý01,
0,040860610600000000,0022697482,20669,20719,21084,,0860560333,00,1,1,0,1600,,0402,350000001,175274,12000,0,29964,0,0,0,,217238,C,800,000000,,,203,289945,,,086,1,,009,,,,,,,,,,MEVELAZQUEZ2,,14,,,0,,,,,82620,25ý01,
0,040860610700000000,0024490717,20671,20671,21036,,0860558542,00,1,1,240,1600,5902,0401,842100000,671141,60000,16107,119560,0,0,890256,,866808,S,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,13423,,,,,82180,25ý01,
0,040190186200000000,0024841207,20241,20241,20607,0190202172,0190169919,00,1,1,840,1600,4200,0401,470700001,506380,55000,42536,96627,0,0,328349,,700543,M,1000,000000,,,,,,231439851ý240485082ý240611382,019,1,,009,,,,,,,,,,ICANTOR,,30,,0,0,,,,,11000,09ý02,
0,040860610800000000,0028288737,20674,20696,21061,,0860561617,00,1,1,-200,1600,1706,0401,903100000,1284377,60000,-25688,210990,0,0,253283,,1529679,C,1000ý200,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,25688,,,,,82013,25ý01,
0,040190186300000000,0020181997,20245,20288,20654,0190203694,0190170142,00,1,1,-200,1600,4500,0401,676680001,534666,55000,-10693,92636,0,0,401355,,671609,C,1000,000000,,,,,,231275891,019,1,,009,,,,,,,,,,MBERNALS,,14,,200,10693,,,,,20296,01ý01,
0,043190489300214045,0020845795,20089,20041,20406,,,00,2,1,0,1600,5500,0401,-1153700000,-498021,-70000,0,-90883,0,0,-557603,,-658904,C,1500,000000,,,203,,,,319,1,,,,,,0,0,0,,0,0,CANCELA-AUT,,30,,0,0,,,,,54880,15ý21,
0,040830372700262186,0026766147,20428,20427,20793,,,00,2,1,0,1600,2700,0401,-2047199901,-2332548,-55000,0,-382008,,,-847221,,-2769556,C,1000,000000,,S,203,,,,083,1,,009,,,,0,,,,,,MANALBA-AUT,,14,,0,0,,,,,76177,,
0,040860610900000000,0030665964,20676,20676,21041,,,00,1,1,-200,1600,4500,0401,1138000000,715479,60000,-14310,121787,0,0,531382,,882956,C,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,14310,,,,,82127,25ý01,
0,040190186400000000,0008474337,20245,20286,20652,7080025240,0190169374,00,1,1,0,1600,6500,0401,630000001,449047,100000,0,87848,0,0,735618,,636895,C,0,000000,,,101,376665,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,048990190100155781,0020081237,19910,20016,20198,,,00,1,1,240,1600,5000,0402,803500000,642841,0,15428,105323,,,621941,,763592,S,1080,214957,,,201,,,,899,1,,,,,,0,,,,,,LUIGUADARRAMA-AUT,,0,,200,25714,,,,,45403,14ý01,
0,040004315700171444,0020648945,20148,20058,20606,,,00,1,1,0,1600,5903,0401,769200001,998730,0,,159804,,,,,1158534,MS,1500,296349,,,201,,,,007,1,,009,,,,0,,,,,,JLPECH-AUT,,0,,0,0,,,,,05349,21ý01,
0,040190186500000000,0027784935,20245,20245,20611,,,00,1,1,240,1600,0,0401,951600000,912231,55000,21894,158260,0,0,0,,1147385,S,1100,,,,203ý201,283190ý157846,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,18245,,,,,76146,22ý01,
0,040860611000000000,0025404376,20677,20678,20861,, ,00,1,1,0,1600,4000,0402,1538560001,330236,60000,0,62438,0,0,220158,,452674,C,800,000000,,,,,,,086,1,,009,,,,,,,,,,JROMAN,,14,,200,,,,,,82270,,
0,040860611100000000,0023175635,20679,20679,21044,, ,00,1,1,0,1600,,0401,360000001,212185,12000,0,35870,0,0,0,,260055,C,0,000000,,,,,,,086,1,,009,,,,,,,,,,LAMENA,,3,,,0,,,,,82127,,
0,040780636600160878,0022717955,20226,20187,20553,,,00,1,1,-200,1600,4500,0402,653400001,1483532,55000,-29671,241418,,,1166869,,1750279,C,800,249516,,,201,,,,078,1,,009,,,,0,,,,,,BREORTIZ-AUT,,14,,200,29671,,,,,52172,15ý01,
0,040190186600000000,0027797091,20247,20247,20613,0190201506,,00,1,1,-200,1600,4500,0401,510680001,607760,55000,-12155,104097,0,0,453939,,754702,C,1000ý200,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,14,,200,12155,S,,,,03910,09ý05,
0,040790189900280917,0024973721,20250,20230,20506,,,00,2,1,-380,0800,,0404,-631593026,-713289,0,-27105,-59232,,,0,,-799626,C,,000000,,S,203,,,,079,1,,009,,,,0,,,,,,CANCELA-AUT,,3,,300,28532,,,,,32575,08ý02,
0,040190186700000000,0024272919,20249,20249,20615,,,00,1,1,-200,1600,1500,0406,741400000,207213,55000,-4144,41291,0,0,31258,,299360,C,1000,,,,203,236211,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,4144,,,,,76810,22ý02,
0,040860611200000000,0030692725,20680,20679,21044,, ,00,1,1,0,1600,,0402,360856001,248477,12000,0,41676,0,0,0,,302153,C,800,000000,,,,,,,086,1,,009,,,,,,,,,,JROMAN,,14,,,0,,,,,82124,,
0,040190186800000000,0027822346,20253,20253,20619,,,00,1,1,-200,1600,2500,0401,951200000,541933,55000,-10839,93775,0,0,165938,,679869,C,1100,,,,101ý201ý202ý201ý202,372385ý117821ý261531ý134455ý228773,,231730044,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,10,,200,10839,,,,,32599,08ý02,
0,040860611300000000,0030703668,20681,20681,21046,,,00,1,1,-200,1600,3500,0401,1738740000,1565759,60000,-31315,255111,0,0,814562,,1849555,C,1100,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,31315,,,,,82043,25ý01,
0,040190186900000000,0027835358,20255,20255,20621,,,00,1,1,480,1600,3500,0401,966700000,726256,55000,34860,130579,0,0,367303,,946695,T,1000ý200,,,,203,213425,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,14525,,,,,62080,17ý01,
0,046070001300295041,0024492921,19956,19934,20299,,,00,2,1,-380,1600,2567.5252,0401,-765300000,-713198,-55000,-27102,-127248,,,-228132,,-922548,C,0,000000,,S,203,,,,607,1,,,,,,0,,,,,,CANCELA-AUT,,03,,300,21396,,,,ALA_P-104220,86800,27ý21,
0,040860611400000000,0030705052,20682,20682,21047,,,00,1,1,480,1600,4000,0401,984600000,1202170,60000,57704,211180,0,0,766113,,1531054,T,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,24043,,,,,82136,25ý01,
0,041310115500114907,0024370022,20183,20091,20272,,,00,1,1,540,0800,0,0406,754000000,200820,0,10842,16932,,,,,228594,M,,260487,,,201,,,,131,1,,,,,,0,,,,,,MVRAMIREZ-AUT,,0,,300,12049,,,,ALA_P-104220,30779,07ý02,
0,040860611500000000,0016485077,20682,20718,21083,, ,00,1,1,-200,1600,,0406,601441801,382915,60000,-7658,69641,0,0,0,,504898,C,1000ý200,000000,,,,,,,086,1,,009,,,,,,,,,,JROMAN,,14,,200,7658,S,,,,82180,,
0,040860581100202123,0027276561,20513,20521,20886,,,00,2,1,300,1600,4297.2113,0401,-1000100000,-1152559,-55000,34577,-187677,,,-828699,,-1360659,C,0,000000,,S,203,,,,086,1,,,,,,0,,,,,,DANJIMENEZ-AUT,,03,,300,34577,,,,ALA_P-104220,82110,25ý01,
0,040190187000000000,0020259313,20256,20301,20667,0190203574,0190170004,00,1,1,-200,1600,3600,0402,631280001,1094331,55000,-21887,180391,0,0,578335,,1307835,C,800ý200,000000,,,,,,231616034,019,1,,009,,,,,,,,,,MBERNALS,,14,,200,21887,S,,,,15900,09ý11,
0,040190187100000000,0027862739,20259,20259,20625,0190201848,,00,1,1,-200,1600,4500,0401,905800000,544250,55000,-10885,94138,0,0,409196,,682503,C,1000,,,,,,,231759043,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,10885,,,,,03020,09ý05,
0,040860611600000000,0029411542,20683,20682,21047,, ,00,1,1,-200,1600,4500,0401,641000001,488838,60000,-9777,86250,0,0,356595,,625311,C,1000,000000,,,101,364025,,,086,1,,009,,,,,,,,,,GLIZARRAGA,,14,,200,9777,,,,,82000,,
0,040190187200000000,0009198335,20261,20265,20631,0190202038,0190169666,00,1,1,-200,1600,4500,0402,673040001,688885,55000,-13778,116817,0,0,500707,,846924,C,800ý200,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,14,,200,13778,S,,,,04369,09ý04,
0,040860611700000000,0024044347,20683,20727,21092,,0860561680,00,1,1,240,1600,4500,0401,965700000,779892,60000,18717,137377,0,0,584083,,995986,S,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,15598,,,,,82136,25ý01,
0,048650104600275164,0028649668,20408,20395,20761,,,00,2,1,200,1600,0,0406,-887400000,-512788,-55000,10256,-89205,,,0,,-646737,C,1000ý200,000000,,S,203,,,,865,1,,,,,,0,,,,,,GABRAMOS-AUT,,14,,200,10256,,,,,38090,11ý01,
0,040860611800000000,0030732512,20684,20679,21044,, ,00,1,1,-200,1600,5431,0401,666200001,814290,60000,-16286,137281,0,0,766114,,995285,A,1000,000000,,,203,210359,,,086,1,,009,,,,,,,,,,MEVELAZQUEZ,,14,,200,16286,,,,,82134,,
0,048860010800180198,0024172015,19933,19863,20228,,,00,1,1,540,1600,4651.7606,0402,1262700000,563840,52000,30447,103406,,,446785,,749693,M,0,273622,,,201,,,,886,1,,,,,,0,,,,,,MARMUNOZ-AUT,,03,,300,16915,,,,HEC_P-103155,99050,32ý01,
0,040190187300000000,0020139620,20262,20299,20665,0190203355,0190170312,00,1,1,-200,1600,2000,0402,857280001,12383750,55000,-247675,1950572,0,0,2931468,,14141647,C,880ý200,000000,,,,,,,019,1,,009,,,,,,,,,,CESPINO,,14,,200,247675,S,,,,09040,09ý07,
0,047160272000244231,0025932718,19942,19907,20272,,,00,2,1,200,1600,0,0401,-915900000,-1037174,-55000,20743,-171429,,,0,,-1242860,C,1100,000000,,S,203,,,,716,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,20743,,,,,03510,09ý05,
0,040860611900000000,0014323427,20686,20704,21069,,0860557622,00,1,1,-200,1600,5294,0402,778100000,1188896,60000,-23778,196019,0,0,1277822,,1421137,C,800ý200,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,23778,,,,,82070,25ý01,
0,040190187400000000,0027898563,20263,20266,20632,,,00,1,1,-300,1600,3500,0401,881400000,398793,55000,-11964,70693,0,0,190978,,512522,C,1100,,,,101,372452,,240788790,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,03,,300,11964,,,,,62028,17ý01,
0,040190187500000000,0008474337,20266,20266,20632,7080024458,,00,1,1,0,1600,5500,0401,652950001,683172,100000,0,125308,0,0,770278,,908480,C,0,000000,,,101,376727,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040860612000000000,0026430318,20686,20728,21093,, ,00,1,1,-200,1600,3500,0401,665200001,1174255,60000,-23485,193723,0,0,603753,,1404493,A,1100,000000,,,202,246027,,,086,1,,009,,,,,,,,,,OBARRON,,14,,200,23485,,,,,82128,,
0,040860612100000000,0016549994,20687,20728,21093,,0860564966,00,1,1,240,1600,4500,0401,906200000,800195,60000,19205,140704,0,0,611342,,1020104,S,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,16004,,,,,82180,25ý01,
0,040190187600000000,0027936517,20268,20268,20634,3190742383,,00,1,1,380,1600,0,0401,949100000,650555,55000,24721,116844,0,0,0,,847120,T,1100,,,,203ý201ý202ý201,282579ý157742ý262077ý148459,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,03,,300,19517,,,,,72700,21ý21,
0,040190187700000000,0020102165,20270,20276,20642,,,00,1,1,-200,1600,5300,0401,636100001,497841,55000,-9957,86861,0,0,511642,,629745,C,1100,000000,,,,,,,019,1,,009,,,,,,,,,,JESANGELES,,14,,200,9957,,,,,52775,15ý02,
0,040860612200000000,0030765785,20688,20727,21092,,,00,1,1,480,1600,4500,0401,1308500000,2141088,60000,102772,368618,0,0,1708435,,2672478,T,1000ý200,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,42822,,,,,82124,25ý01,
0,040190187800000000,0008474337,20270,20308,20674,7080025361,0190171115,00,1,1,0,1600,6500,0401,644000001,554552,100000,0,104728,0,0,931556,,759280,C,0,000000,,,101,376780,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040640553700187116,0008733636,19986,19982,20129,,,00,1,1,0,1600,5969,0402,1538098002,734722,80000,0,130356,0,0,1038100,,945078,ST,1300,000000,,,201,,,,064,1,,009,,,,,,,,,,EPUGA,,30,,0,0,,,,,64520,19ý01,
0,040190187900000000,0008474337,20270,20302,20668,7080025424,0190172235,00,1,1,0,1600,5500,0401,647400001,962626,100000,0,170020,0,0,1111833,,1232646,C,0,000000,,,101,376820,,240921545,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040860612400000000,0030779109,20689,20690,20780,,,01,1,2,0,0,0,0407,0,256712,27948,0,0,0,0,0,0,284660,C,2500,,,,,,,,086,1,,,,186320,,1500,0,0,0,0,15278,WSDS11251ý21690ýPRINCIPAL,,3,,,0,,,,,82110,,
0,040004144500112736,0019791149,20086,20045,20137,,,00,1,1,480,1600,4000,0402,722000000,295665,0,14192,49577,,,183510,,359434,T,880,234787,,,201,,,,008,1,,,,,,0,,,,,,FEMALDONADO-AUT,,0,,200,23653,,,,,54330,15ý22,
0,040004472500164741,0022043270,20296,20296,20607,,,00,1,1,0,1600,3961,0401,832702701,798401,52000,0,136064,0,0,494166,,986465,C,1500,000000,,,201,,,,007,1,,009,,,,,,,,,,DANISANCHEZ,,30,,0,0,,,,,01900,09ý03,
